attrib-name,AARD,ADAMTSL4,ARHGEF10,BCAS1,CCND1,CEP57,CNDP1,CSMD1,CYP24A1,DNAH9,DOK5,EIF3H,ENSA,FGF19,GABRG3,GOLPH3L,HORMAD1,LATS1,MAP2K4,MCL1,ORAOV1,PFDN4,POU5F1B,PSMG4,RAD21,RCBTB2
TCGA-A2-A0EU,2,0,2,1,1,1,-1,1,1,1,1,2,0,1,0,0,0,0,1,0,1,1,2,0,2,-1
TCGA-BH-A42U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E9-A245,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-AO-A0JL,2,1,1,1,-1,-1,1,-2,1,1,1,2,1,-1,-1,1,1,-1,1,1,-1,1,2,1,2,-1
TCGA-D8-A27F,2,0,-1,0,0,0,-1,-1,0,0,0,2,0,0,-1,0,0,1,0,0,0,0,2,1,2,-1
TCGA-E9-A1RC,1,1,1,1,0,0,0,1,1,0,1,1,1,0,-1,1,1,0,0,1,0,1,1,0,1,-2
TCGA-A7-A4SB,0,1,0,0,2,-1,-1,0,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,0
TCGA-D8-A1XB,1,1,1,1,0,0,0,1,1,1,1,1,1,0,-1,1,1,-1,1,1,0,1,1,-1,1,0
TCGA-AR-A2LQ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-BH-A0H7,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1
TCGA-D8-A1JL,1,2,-1,-1,0,1,-1,-1,-1,0,-1,1,2,0,0,2,2,-1,0,2,0,-1,1,1,1,-1
TCGA-D8-A1XV,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-D8-A27N,0,1,-1,0,2,-1,-1,-1,0,-1,0,2,1,2,0,1,1,0,-1,1,2,0,2,0,0,-1
TCGA-E9-A22G,1,2,-1,-1,0,-1,1,0,-1,-1,-1,1,2,0,-1,2,2,-1,-1,2,0,-1,1,0,1,-1
TCGA-BH-A0DV,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-EW-A2FV,2,1,-1,2,0,0,-1,-1,2,-1,2,2,1,0,-1,1,1,0,-1,1,0,2,2,1,2,1
TCGA-BH-A1FH,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1
TCGA-AC-A3W6,0,1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,-1
TCGA-C8-A1HL,-1,1,-1,0,2,-1,0,-1,0,-1,0,-1,1,-1,0,1,1,0,-1,1,2,0,-1,0,-1,0
TCGA-A7-A13H,0,2,0,0,0,-1,0,0,0,-1,0,0,2,0,-1,2,2,0,-1,2,0,0,0,0,0,0
TCGA-B6-A0RI,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-EW-A1J3,0,1,0,1,2,-1,0,0,1,-1,1,0,1,2,0,1,1,0,-1,1,2,1,0,0,0,0
TCGA-B6-A0I1,2,2,-2,1,0,0,0,2,1,0,1,2,2,0,-1,2,2,0,0,2,0,1,2,0,2,-1
TCGA-BH-A0DQ,1,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1
TCGA-B6-A40B,0,2,0,1,2,-1,0,0,1,0,1,0,2,2,0,2,2,0,0,2,2,1,0,0,0,0
TCGA-E9-A249,0,1,0,1,1,1,1,0,1,0,1,0,1,1,-1,1,1,-1,0,1,1,1,0,-1,0,-1
TCGA-BH-A0BC,0,1,0,0,2,-1,0,0,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,-1
TCGA-AR-A24M,0,1,0,0,0,0,-2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-AN-A0XO,1,1,-1,1,0,0,1,-1,1,-1,1,1,1,0,-1,1,1,0,-1,1,0,1,1,0,1,-1
TCGA-AC-A23G,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,-1,1,1,0,1,1,0,1,0
TCGA-OL-A66I,2,2,1,1,0,0,2,2,1,-1,1,2,2,0,-1,2,2,-1,-1,2,0,1,2,1,2,-1
TCGA-AN-A0XW,0,1,0,0,2,-1,0,0,0,-1,0,0,1,2,0,1,1,-1,-1,1,2,0,0,-1,0,-1
TCGA-C8-A1HM,1,1,-1,1,2,0,-1,-1,1,-1,1,1,1,2,-1,1,1,1,-1,1,2,1,1,1,1,0
TCGA-B6-A0RO,0,1,0,1,0,0,1,-2,1,0,1,0,1,0,-1,1,1,-1,0,1,0,1,0,1,0,1
TCGA-E9-A22D,1,2,-1,2,2,-1,1,-1,2,-1,2,1,2,2,-1,2,2,0,-1,2,2,2,1,0,1,-1
TCGA-EW-A3E8,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0
TCGA-D8-A27G,0,1,0,0,2,-1,0,0,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,0
TCGA-D8-A1X9,1,0,-1,1,1,-1,-1,-1,1,-1,1,1,0,1,0,0,0,0,-1,0,1,1,1,1,1,-1
TCGA-E2-A10C,1,1,-1,1,-1,0,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1
TCGA-AR-A255,1,1,-2,1,1,-1,1,-2,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1
TCGA-B6-A0RV,1,0,-1,0,1,0,0,-1,0,-1,0,1,0,1,0,0,0,0,-1,0,1,0,1,0,1,0
TCGA-E2-A1IU,0,0,0,0,2,-1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
TCGA-EW-A1OX,0,1,0,0,2,-2,0,0,0,0,0,0,1,2,0,1,1,0,0,1,2,0,0,0,0,0
TCGA-D8-A1JK,1,1,-1,2,0,-1,0,-1,2,-1,2,1,1,0,2,1,1,0,-1,1,0,2,1,0,1,-1
TCGA-BH-A203,1,1,-1,0,1,1,-2,-1,0,-1,0,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,0
TCGA-E2-A1BD,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,-1,-1,1,1,-1,0,1,-1,1,1,-1,1,1
TCGA-D8-A27M,2,0,-1,-1,0,1,-1,-2,-1,-1,-1,2,0,0,-1,0,0,-1,-1,0,0,-1,2,-2,2,0
TCGA-AR-A5QM,0,1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,-1,1,0,1,0,0,0,-1
TCGA-PE-A5DC,2,0,-1,1,2,-1,-1,-1,1,-1,1,2,0,2,0,0,0,-1,-1,0,2,1,2,1,2,-1
TCGA-AN-A0XV,2,0,-1,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,-1
TCGA-BH-A1FD,2,1,-1,0,0,1,0,-1,0,-1,0,2,1,0,0,1,0,-1,-1,1,0,0,2,0,2,-1
TCGA-A7-A4SA,1,0,-1,1,0,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,-1,0,0,1,1,0,1,-1
TCGA-BH-A0DK,0,1,0,0,-1,-1,0,0,0,-1,0,0,1,-1,0,1,1,0,-2,1,-1,0,0,0,0,-1
TCGA-C8-A273,1,1,-1,2,0,0,-1,-1,2,-1,2,1,1,0,0,1,1,-1,0,1,0,2,1,0,1,0
TCGA-B6-A0IK,2,0,-1,0,-1,-1,-1,-1,0,-1,0,2,0,-1,0,0,0,0,-1,0,-1,0,2,0,2,0
TCGA-BH-A0BJ,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,2,2,-1,0,2,1,0,0,0,0,-1
TCGA-BH-A0BA,1,2,1,1,-1,-1,-1,-2,1,-1,1,1,2,-1,-1,2,2,-1,-1,2,-1,1,1,1,1,-1
TCGA-GM-A2DL,0,0,0,0,2,1,-1,0,0,-1,0,0,0,2,0,0,0,0,-1,0,2,0,0,0,0,-1
TCGA-AR-A1AM,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-D8-A1JP,2,0,-1,1,0,-1,-1,-1,1,-1,1,2,0,0,-1,0,0,1,-1,0,0,1,2,-1,2,-1
TCGA-E9-A1NF,1,0,-1,1,0,1,-1,-1,1,-1,1,1,0,0,-2,0,0,1,-1,0,0,1,1,-1,1,1
TCGA-E9-A1R7,1,1,-1,2,0,-1,0,-1,2,-1,2,1,1,0,0,1,1,2,-1,1,0,2,1,0,1,0
TCGA-A2-A1FV,1,1,0,0,0,-1,1,0,0,-1,0,1,1,0,0,1,1,-1,-1,1,0,0,1,0,1,-1
TCGA-MS-A51U,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-1,1,1,0,1,0,-1,0,-1
TCGA-EW-A1PC,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,0,-1,1,-1,1,1,0,1,-1
TCGA-AQ-A1H2,1,0,-1,1,1,-1,-1,-1,1,0,1,1,0,1,0,0,0,-1,0,0,1,1,1,-1,1,-1
TCGA-AO-A0JC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E9-A1R3,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
